miRNA	Metabolite	coef_Endo3
hsa-miR-99b-5p	arginine	0.389367812
hsa-miR-1246	asparagine	-0.131161909
hsa-miR-126-3p	MG(16:1)	-0.069731855
hsa-miR-146b-3p	asparagine	-0.559914836
hsa-miR-320a-3p	asparagine	-0.063868784
hsa-miR-320d	asparagine	-0.065296791
hsa-miR-628-3p	asparagine	0.278854186
hsa-miR-126-3p	palmitoyl-EA	-0.016184429
hsa-miR-100-5p	aspartate	0.082929813
hsa-miR-107	aspartate	-0.252122144
hsa-miR-1294	aspartate	-0.124422037
hsa-miR-2110	aspartate	-0.218749239
hsa-miR-23b-5p	aspartate	-0.18250417
hsa-miR-345-5p	aspartate	-0.295945483
hsa-miR-548av-3pXhsa-miR-548o-3p	aspartate	-0.088343689
hsa-miR-576-5p	aspartate	-0.41330794
hsa-miR-660-5p	aspartate	-0.348681414
hsa-miR-744-5p	aspartate	-0.324229724
hsa-let-7b-3p	Aspartic acid	-0.05396719
hsa-miR-126-3p	C4 carnitine	-0.083867111
hsa-miR-126-3p	7-methylguanine	-0.011091603
hsa-let-7b-5p	Aspartic acid	-0.101307921
hsa-miR-101-3p	Aspartic acid	-0.241210272
hsa-miR-10527-5p	Aspartic acid	-0.097300776
hsa-miR-106a-5p	Aspartic acid	-0.04602257
hsa-miR-106b-5p	Aspartic acid	-0.048749899
hsa-miR-10a-3p	Aspartic acid	-0.471553286
hsa-miR-126-3p	9-cis-retinoic acid	0.079045769
hsa-miR-10b-3p	Aspartic acid	-0.226382556
hsa-miR-1292-5p	Aspartic acid	-0.220388752
hsa-miR-1307-5p	Aspartic acid	-0.128806677
hsa-miR-144-3p	Aspartic acid	-0.103908048
hsa-miR-181a-2-3p	Aspartic acid	-0.15330761
hsa-miR-181a-5p	Aspartic acid	-0.133476968
hsa-miR-181b-5p	Aspartic acid	-0.065485658
hsa-miR-191-5p	Aspartic acid	0.151233029
hsa-miR-193b-5p	Aspartic acid	-0.063351768
hsa-miR-126-3p	1-methylguanine	-0.035009594
hsa-miR-19a-3p	Aspartic acid	-0.178639845
hsa-miR-126-3p	N2,N2-dimethylguanosine	-0.017519227
hsa-miR-20a-5p	Aspartic acid	-0.222287886
hsa-miR-29b-3p	Aspartic acid	-0.047885763
hsa-miR-29c-3p	Aspartic acid	-0.056779962
hsa-miR-30a-3p	Aspartic acid	-0.078447203
hsa-miR-30b-5p	Aspartic acid	-0.158579133
hsa-miR-323a-3p	Aspartic acid	-0.11248959
hsa-miR-328-3p	Aspartic acid	-0.081155322
hsa-miR-339-5p	Aspartic acid	-0.136770757
hsa-miR-362-5p	Aspartic acid	-0.172258308
hsa-miR-3688-3p	Aspartic acid	-0.187704556
hsa-miR-410-3p	Aspartic acid	-0.222076695
hsa-miR-421	Aspartic acid	-0.00179926
hsa-miR-424-5p	Aspartic acid	-0.02739892
hsa-miR-425-5p	Aspartic acid	-0.095572179
hsa-miR-433-3p	Aspartic acid	-0.164487867
hsa-miR-451a	Aspartic acid	-0.073491126
hsa-miR-4732-5p	Aspartic acid	-0.003325284
hsa-miR-4738-3p	Aspartic acid	-0.437950581
hsa-miR-493-3p	Aspartic acid	-0.223335278
hsa-miR-495-3p	Aspartic acid	-0.233432568
hsa-miR-503-5p	Aspartic acid	-0.065522764
hsa-miR-548av-5pXhsa-miR-548k	Aspartic acid	-0.03717844
hsa-miR-126-5p	1-methylguanine	-0.009418914
hsa-miR-550a-3-5p	Aspartic acid	-0.037653107
hsa-miR-576-3p	Aspartic acid	-0.069984549
hsa-miR-589-5p	Aspartic acid	-0.321053694
hsa-miR-625-3p	Aspartic acid	-0.163815056
hsa-miR-629-5p	Aspartic acid	-0.343615453
hsa-miR-642a-3p	Aspartic acid	-0.164655011
hsa-miR-651-5p	Aspartic acid	-0.035740081
hsa-miR-6842-3p	Aspartic acid	-0.00589346
hsa-miR-7-5p	Aspartic acid	-0.089124745
hsa-miR-873-3p	Aspartic acid	-0.276880395
hsa-miR-874-3p	Aspartic acid	-0.082179549
hsa-miR-877-5p	Aspartic acid	-0.225587084
hsa-miR-889-3p	Aspartic acid	-0.141357753
hsa-miR-95-3p	Aspartic acid	-0.404530705
hsa-let-7b-5p	ATP	0.066749897
hsa-miR-150-5p	ATP	0.115417615
hsa-miR-126-5p	PE(40:6)	0.009374963
hsa-miR-151a-5p	ATP	0.151962922
hsa-miR-182-5p	ATP	0.215848221
hsa-miR-183-5p	ATP	0.242931061
hsa-miR-2110	ATP	0.177385199
hsa-miR-126-5p	11-HDoHE	0.026713177
hsa-miR-222-3p	ATP	0.138312717
hsa-miR-3131	ATP	-0.365350884
hsa-miR-409-5p	ATP	0.149778033
hsa-miR-423-3p	ATP	0.135664935
hsa-miR-4433b-5p	ATP	0.396260845
hsa-let-7e-5p	azelate	0.275801422
hsa-let-7g-5p	azelate	0.129527433
hsa-let-7i-5p	azelate	0.100619733
hsa-miR-101-3p	azelate	0.19244375
hsa-miR-10a-5p	azelate	-0.043428344
hsa-miR-125a-5p	azelate	-0.063368005
hsa-miR-1292-5p	azelate	0.596370499
hsa-miR-130b-5p	azelate	0.104118048
hsa-miR-126-5p	LPC(18:3)	-0.078116172
hsa-miR-136-3p	azelate	0.526693271
hsa-miR-1-3p	azelate	0.578565229
hsa-miR-143-3p	azelate	-0.120401426
hsa-miR-144-3p	azelate	0.16058196
hsa-miR-181a-3p	azelate	0.644255157
hsa-miR-181a-5p	azelate	0.135621145
hsa-miR-181b-5p	azelate	0.256213123
hsa-miR-185-5p	azelate	0.086360485
hsa-miR-191-5p	azelate	-0.082570233
hsa-miR-21-5p	azelate	0.103050914
hsa-miR-24-3p	azelate	-0.10144414
hsa-miR-26b-5p	azelate	0.261380893
hsa-miR-27a-5p	azelate	0.170303805
hsa-miR-29b-3p	azelate	0.475122337
hsa-miR-30b-5p	azelate	0.280849328
hsa-miR-323b-3p	azelate	0.30852762
hsa-miR-328-3p	azelate	0.096732432
hsa-miR-335-5p	azelate	0.481437899
hsa-miR-338-5p	azelate	0.427321439
hsa-miR-3605-3p	azelate	0.478379515
hsa-miR-378i	azelate	0.14694521
hsa-miR-382-5p	azelate	0.368859556
hsa-miR-451a	azelate	0.172104751
hsa-miR-4732-5p	azelate	0.405851246
hsa-miR-126-5p	xanthosine	0.061298313
hsa-miR-493-3p	azelate	0.425658384
hsa-miR-500b-3p	azelate	-0.305758122
hsa-miR-503-5p	azelate	0.189581238
hsa-miR-543	azelate	0.034998368
hsa-miR-574-5p	azelate	0.154509288
hsa-miR-126-5p	nonadecanoate	-0.01451934
hsa-miR-589-5p	azelate	0.163139051
hsa-miR-625-3p	azelate	0.276554239
hsa-miR-126-5p	Xanthosine	0.028857388
hsa-miR-126-5p	hexadecanedioate	-0.005099388
hsa-miR-642a-3p	azelate	0.30159726
hsa-miR-656-3p	azelate	0.26496167
hsa-miR-766-5p	azelate	0.33137113
hsa-miR-874-3p	azelate	0.120510285
hsa-miR-92a-3p	azelate	0.118257728
hsa-miR-99a-5p	azelate	-0.144533532
hsa-miR-99b-5p	azelate	-0.077871397
hsa-let-7f-5p	betaine	-0.119012929
hsa-miR-21-5p	betaine	-0.08799777
hsa-miR-493-3p	betaine	-0.310252611
hsa-miR-493-5p	betaine	-0.465458404
hsa-miR-500b-3p	betaine	0.238252472
hsa-miR-625-3p	betaine	-0.563196959
hsa-miR-629-5p	betaine	-0.117862877
hsa-miR-7-5p	betaine	-0.284366974
hsa-miR-873-5p	betaine	-0.368901175
hsa-let-7a-5p	bilirubin	0.103976929
hsa-let-7c-5p	bilirubin	0.320171002
hsa-let-7d-5p	bilirubin	0.38636299
hsa-miR-19b-3p	bilirubin	0.572596163
hsa-miR-1271-5p	piperine	0.018181875
hsa-miR-206	bilirubin	0.62290047
hsa-miR-1271-5p	Anthranilic acid	0.079496853
hsa-miR-331-5p	bilirubin	0.530363599
hsa-miR-1271-5p	Xanthosine	0.013973061
hsa-miR-370-3p	bilirubin	0.46199903
hsa-miR-4433b-3p	bilirubin	0.302704044
hsa-miR-4662a-5p	bilirubin	0.489076549
hsa-miR-577	bilirubin	0.595842992
hsa-miR-30a-5p	biliverdin	-0.032540049
hsa-let-7g-5p	Butyric acid	-0.098751974
hsa-miR-125b-5p	Butyric acid	0.17974974
hsa-miR-191-5p	Butyric acid	0.110343435
hsa-miR-1273h-3p	sebacate	-0.081358668
hsa-miR-215-5p	Butyric acid	0.119418981
hsa-miR-29a-3p	Butyric acid	0.152461187
hsa-miR-625-3p	Butyric acid	-0.65403308
hsa-miR-99a-5p	Butyric acid	0.04730469
hsa-miR-99b-5p	Butyric acid	0.24534935
hsa-miR-1273h-3p	Aspartic acid	0.240597113
hsa-let-7c-5p	C10 carnitine	0.268550625
hsa-miR-146b-3p	C10 carnitine	0.133970998
hsa-miR-150-5p	C10 carnitine	-0.196400331
hsa-miR-152-3p	C10 carnitine	0.062882659
hsa-miR-15a-5p	C10 carnitine	0.271589819
hsa-miR-195-5p	C10 carnitine	0.41666485
hsa-miR-199a-3pXhsa-miR-199b-3p	C10 carnitine	0.209277049
hsa-miR-127-3p	N-carbamoyl-beta-alanine	-0.013786757
hsa-miR-221-3p	C10 carnitine	0.326830937
hsa-miR-30e-5p	C10 carnitine	0.077678046
hsa-miR-500a-3p	C10 carnitine	0.160633919
hsa-miR-502-3p	C10 carnitine	0.391617408
hsa-miR-654-5p	C10 carnitine	0.241569457
hsa-miR-10527-5p	C10:2 carnitine	-0.293100712
hsa-miR-1294	C10:2 carnitine	-0.259492378
hsa-miR-1307-5p	C10:2 carnitine	-0.363586182
hsa-miR-134-5p	C10:2 carnitine	-0.443166667
hsa-miR-181a-2-3p	C10:2 carnitine	-0.262762868
hsa-miR-331-5p	C10:2 carnitine	-0.224343876
hsa-miR-3605-5p	C10:2 carnitine	-0.240060255
hsa-miR-432-5p	C10:2 carnitine	-0.264979931
hsa-miR-494-3p	C10:2 carnitine	-0.239059883
hsa-miR-128-3p	PE(40:6)	0.06192842
hsa-miR-664a-5p	C10:2 carnitine	-0.300116818
hsa-let-7c-5p	C12 carnitine	0.20870153
hsa-miR-100-5p	C12 carnitine	-0.128375632
hsa-miR-125a-3p	C12 carnitine	0.166120215
hsa-miR-152-3p	C12 carnitine	0.068592332
hsa-miR-15a-5p	C12 carnitine	0.384533417
hsa-miR-15b-5p	C12 carnitine	0.298691012
hsa-miR-195-5p	C12 carnitine	0.472986006
hsa-miR-199a-3pXhsa-miR-199b-3p	C12 carnitine	0.257369637
hsa-miR-21-3p	C12 carnitine	0.452479024
hsa-miR-128-3p	PE(36:4)	0.053722139
hsa-miR-221-3p	C12 carnitine	0.251809474
hsa-miR-221-5p	C12 carnitine	0.096689288
hsa-miR-222-3p	C12 carnitine	0.117169942
hsa-miR-128-3p	10-HDoHE/14-HDoHE	0.009855086
hsa-miR-128-3p	Arachidonic acid	0.111969607
hsa-miR-128-3p	PE(38:6)	0.120681615
hsa-miR-23b-3p	C12 carnitine	0.282920702
hsa-miR-23b-5p	C12 carnitine	0.38668322
hsa-miR-30e-5p	C12 carnitine	0.092246213
hsa-miR-361-3p	C12 carnitine	0.184964809
hsa-miR-3679-5p	C12 carnitine	-0.250996535
hsa-miR-370-3p	C12 carnitine	0.245738898
hsa-miR-409-3p	C12 carnitine	0.212408651
hsa-miR-432-5p	C12 carnitine	0.494689045
hsa-miR-128-3p	1-methylguanine	-0.033032401
hsa-miR-128-3p	arachidonate	0.110972385
hsa-miR-128-3p	xanthosine	0.074135431
hsa-miR-4732-3p	C12 carnitine	0.565378083
hsa-miR-128-3p	PC(36:4-OH)	0.097522648
hsa-miR-500a-3p	C12 carnitine	0.08841583
hsa-miR-502-3p	C12 carnitine	0.395969
hsa-miR-584-5p	C12 carnitine	0.156937879
hsa-miR-654-5p	C12 carnitine	0.169542982
hsa-miR-656-3p	C12 carnitine	0.197869474
hsa-miR-128-3p	Glutamic acid	0.047519269
hsa-miR-660-5p	C12 carnitine	0.282174323
hsa-let-7c-5p	C12:1 carnitine	0.312674667
hsa-miR-150-5p	C12:1 carnitine	-0.167329274
hsa-miR-152-3p	C12:1 carnitine	0.098302903
hsa-miR-15a-5p	C12:1 carnitine	0.291955614
hsa-miR-195-5p	C12:1 carnitine	0.52721212
hsa-miR-221-3p	C12:1 carnitine	0.334007254
hsa-miR-221-5p	C12:1 carnitine	0.124627925
hsa-miR-23b-5p	C12:1 carnitine	0.480918798
hsa-miR-128-3p	Aspartic acid	0.13368343
hsa-miR-30e-5p	C12:1 carnitine	0.080271337
hsa-miR-3679-5p	C12:1 carnitine	-0.249115496
hsa-miR-128-3p	15-HETE	0.001764695
hsa-miR-409-3p	C12:1 carnitine	0.279175882
hsa-miR-4732-3p	C12:1 carnitine	0.54398339
hsa-miR-500a-3p	C12:1 carnitine	0.126980169
hsa-miR-502-3p	C12:1 carnitine	0.450198518
hsa-miR-505-3p	C12:1 carnitine	0.298616254
hsa-miR-660-5p	C12:1 carnitine	0.216079806
hsa-miR-766-5p	C12:1 carnitine	0.338229004
hsa-let-7a-5p	C14 carnitine	0.1013594
hsa-let-7g-5p	C14 carnitine	0.21039735
hsa-let-7i-5p	C14 carnitine	0.180092888
hsa-miR-100-5p	C14 carnitine	-0.203291974
hsa-miR-101-3p	C14 carnitine	0.118158199
hsa-miR-10399-5p	C14 carnitine	0.308427574
hsa-miR-103a-3p	C14 carnitine	0.201176699
hsa-miR-106a-5p	C14 carnitine	0.254625407
hsa-miR-106b-5p	C14 carnitine	0.319732501
hsa-miR-107	C14 carnitine	0.330023699
hsa-miR-10a-5p	C14 carnitine	-0.17342415
hsa-miR-10b-5p	C14 carnitine	-0.193377379
hsa-miR-125a-3p	C14 carnitine	0.290227179
hsa-miR-125b-5p	C14 carnitine	-0.18285393
hsa-miR-1292-5p	C14 carnitine	0.311128753
hsa-miR-1307-3p	C14 carnitine	0.406119731
hsa-miR-1307-5p	C14 carnitine	0.509447714
hsa-miR-136-3p	C14 carnitine	0.372964441
hsa-miR-139-5p	C14 carnitine	0.216880525
hsa-miR-141-3p	C14 carnitine	0.350748314
hsa-miR-146a-5p	C14 carnitine	0.108843938
hsa-miR-148b-3p	C14 carnitine	0.043812053
hsa-miR-151b	C14 carnitine	0.075564381
hsa-miR-15a-5p	C14 carnitine	0.630896259
hsa-miR-15b-5p	C14 carnitine	0.112187036
hsa-miR-16-5p	C14 carnitine	0.241458208
hsa-miR-181c-3p	C14 carnitine	0.281494607
hsa-miR-1287-5p	TG(45:0)	-0.644060396
hsa-miR-185-5p	C14 carnitine	0.120103486
hsa-miR-1287-5p	niacinamide	0.714828419
hsa-miR-186-5p	C14 carnitine	0.049957572
hsa-miR-1287-5p	docosahexaenoate	0.858977607
hsa-miR-1908-5p	C14 carnitine	0.009320128
hsa-miR-194-5p	C14 carnitine	0.289555735
hsa-miR-199a-3pXhsa-miR-199b-3p	C14 carnitine	0.292983107
hsa-miR-19a-3p	C14 carnitine	0.250477032
hsa-miR-19b-3p	C14 carnitine	0.535512987
hsa-miR-20a-5p	C14 carnitine	0.321782655
hsa-miR-21-3p	C14 carnitine	0.568957614
hsa-miR-221-3p	C14 carnitine	0.087874188
hsa-miR-223-3p	C14 carnitine	0.04288332
hsa-miR-1290	PE(P-36:4)/PE(O-36:5)	-0.03149188
hsa-miR-2355-5p	C14 carnitine	0.309674905
hsa-miR-1290	dodecanedioate	-0.05934955
hsa-miR-23a-3p	C14 carnitine	0.031246895
hsa-miR-1290	PE(P-36:4)/PE(O-36:5)	-0.010075946
hsa-miR-23b-3p	C14 carnitine	0.196513189
hsa-miR-25-3p	C14 carnitine	0.07272998
hsa-miR-1290	PE(P-34:1)/PE(O-34:2)	-0.024502817
hsa-miR-1290	Cer(d18:1/16:0)	-0.016596822
hsa-miR-26b-5p	C14 carnitine	0.085038203
hsa-miR-27a-3p	C14 carnitine	0.113608749
hsa-miR-30b-5p	C14 carnitine	0.124135243
hsa-miR-30d-5p	C14 carnitine	0.045521541
hsa-miR-30e-5p	C14 carnitine	0.136675027
hsa-miR-320a-3p	C14 carnitine	0.187393956
hsa-miR-32-5p	C14 carnitine	0.467169631
hsa-miR-329-3p	C14 carnitine	0.14229798
hsa-miR-339-5p	C14 carnitine	0.424816702
hsa-miR-345-5p	C14 carnitine	0.317492465
hsa-miR-3615	C14 carnitine	0.221397579
hsa-miR-370-3p	C14 carnitine	0.176403393
hsa-miR-411-5p	C14 carnitine	0.344068463
hsa-miR-421	C14 carnitine	0.154837254
hsa-miR-424-5p	C14 carnitine	0.254580645
hsa-miR-425-5p	C14 carnitine	0.482712295
hsa-miR-4433b-3p	C14 carnitine	0.484717264
hsa-miR-4446-3p	C14 carnitine	0.169405814
hsa-miR-451a	C14 carnitine	0.208305987
hsa-miR-4659a-3p	C14 carnitine	0.188394494
hsa-miR-4732-3p	C14 carnitine	0.497697709
hsa-miR-4732-5p	C14 carnitine	0.285326439
hsa-miR-494-3p	C14 carnitine	0.319791317
hsa-miR-5010-5p	C14 carnitine	0.245110324
hsa-miR-502-3p	C14 carnitine	0.149985623
hsa-miR-503-5p	C14 carnitine	0.459929957
hsa-miR-548av-5pXhsa-miR-548k	C14 carnitine	0.341258126
hsa-miR-576-3p	C14 carnitine	0.451882655
hsa-miR-584-5p	C14 carnitine	0.126551083
hsa-miR-625-3p	C14 carnitine	0.390311703
hsa-miR-625-5p	C14 carnitine	0.46781912
hsa-miR-629-5p	C14 carnitine	0.220691191
hsa-miR-652-3p	C14 carnitine	0.364576182
hsa-miR-671-3p	C14 carnitine	0.064352032
hsa-miR-92b-5p	C14 carnitine	0.328143782
hsa-miR-96-5p	C14 carnitine	0.10975356
hsa-miR-99a-5p	C14 carnitine	-0.125207135
hsa-let-7c-5p	C14:1 carnitine	0.335179434
hsa-let-7i-5p	C14:1 carnitine	0.126694888
hsa-miR-100-5p	C14:1 carnitine	-0.152584917
hsa-miR-1292-5p	C14:1 carnitine	0.40761588
hsa-miR-130b-5p	C14:1 carnitine	0.35792315
hsa-miR-152-3p	C14:1 carnitine	0.081954575
hsa-miR-15a-5p	C14:1 carnitine	0.385154891
hsa-miR-15b-5p	C14:1 carnitine	0.34828972
hsa-miR-16-5p	C14:1 carnitine	0.284891008
hsa-miR-195-5p	C14:1 carnitine	0.581721977
hsa-miR-199a-3pXhsa-miR-199b-3p	C14:1 carnitine	0.286666543
hsa-miR-21-3p	C14:1 carnitine	0.508042174
hsa-miR-221-3p	C14:1 carnitine	0.308212721
hsa-miR-221-5p	C14:1 carnitine	0.126193818
hsa-miR-30e-5p	C14:1 carnitine	0.107785467
hsa-miR-331-3p	C14:1 carnitine	0.144417842
hsa-miR-370-3p	C14:1 carnitine	0.226390164
hsa-miR-409-3p	C14:1 carnitine	0.259366031
hsa-miR-4732-3p	C14:1 carnitine	0.593711217
hsa-miR-1292-5p	Pyruvic acid	0.699734621
hsa-miR-1292-5p	valine	-0.623731935
hsa-miR-500a-3p	C14:1 carnitine	0.103791802
hsa-miR-502-3p	C14:1 carnitine	0.453724402
hsa-miR-584-5p	C14:1 carnitine	0.165424953
hsa-miR-766-5p	C14:1 carnitine	0.274007873
hsa-let-7c-5p	C14:2 carnitine	0.315873681
hsa-miR-100-5p	C14:2 carnitine	-0.160763778
hsa-miR-139-5p	C14:2 carnitine	0.62095368
hsa-miR-145-3p	C14:2 carnitine	-0.095861737
hsa-miR-146b-3p	C14:2 carnitine	0.223472264
hsa-miR-1294	Aspartic acid	0.193513962
hsa-miR-15a-5p	C14:2 carnitine	0.362209581
hsa-miR-15b-5p	C14:2 carnitine	0.39073476
hsa-miR-16-5p	C14:2 carnitine	0.359153662
hsa-miR-185-5p	C14:2 carnitine	0.140565131
hsa-miR-195-5p	C14:2 carnitine	0.659469374
hsa-miR-199a-3pXhsa-miR-199b-3p	C14:2 carnitine	0.3673431
hsa-miR-21-3p	C14:2 carnitine	0.655718855
hsa-miR-221-3p	C14:2 carnitine	0.367142681
hsa-miR-221-5p	C14:2 carnitine	0.233005996
hsa-miR-23b-5p	C14:2 carnitine	0.591244731
hsa-miR-30e-5p	C14:2 carnitine	0.141958551
hsa-miR-3158-3p	C14:2 carnitine	0.600181729
hsa-miR-331-3p	C14:2 carnitine	0.191604659
hsa-miR-378i	C14:2 carnitine	0.021684459
hsa-miR-409-3p	C14:2 carnitine	0.325698246
hsa-miR-432-5p	C14:2 carnitine	0.511318366
hsa-miR-4732-3p	C14:2 carnitine	0.61788757
hsa-miR-543	C14:2 carnitine	0.187614159
hsa-miR-760	C14:2 carnitine	0.385745459
hsa-let-7c-5p	C16 carnitine	0.12489374
hsa-let-7g-5p	C16 carnitine	0.194593309
hsa-let-7i-5p	C16 carnitine	0.192671582
hsa-miR-100-5p	C16 carnitine	-0.229762782
hsa-miR-1294	N-Acetyl-L-Glutamine	-0.024510822
hsa-miR-103a-3p	C16 carnitine	0.078608217
hsa-miR-107	C16 carnitine	0.279429272
hsa-miR-10a-5p	C16 carnitine	-0.207286713
hsa-miR-10b-5p	C16 carnitine	-0.217051184
hsa-miR-125b-2-3p	C16 carnitine	0.565905708
hsa-miR-125b-5p	C16 carnitine	-0.294863925
hsa-miR-1292-5p	C16 carnitine	0.815574155
hsa-miR-139-5p	C16 carnitine	0.402113858
hsa-miR-1294	LPE(22:6)	0.656738616
hsa-miR-145-5p	C16 carnitine	0.551027275
hsa-miR-146a-5p	C16 carnitine	0.155557653
hsa-miR-148a-3p	C16 carnitine	0.021089268
hsa-miR-16-5p	C16 carnitine	0.288182701
hsa-miR-19a-3p	C16 carnitine	0.538910757
hsa-miR-1301-3p	Oxalic acid	0.194592665
hsa-miR-19b-3p	C16 carnitine	0.56946044
hsa-miR-20a-5p	C16 carnitine	0.395114285
hsa-miR-21-3p	C16 carnitine	0.962934581
hsa-miR-223-5p	C16 carnitine	0.623375324
hsa-miR-2355-5p	C16 carnitine	0.672800759
hsa-miR-27a-3p	C16 carnitine	0.194841695
hsa-miR-30d-5p	C16 carnitine	0.010593791
hsa-miR-30e-5p	C16 carnitine	0.163594466
hsa-miR-320a-3p	C16 carnitine	0.180281292
hsa-miR-339-5p	C16 carnitine	0.676623922
hsa-miR-345-5p	C16 carnitine	0.724572338
hsa-miR-3615	C16 carnitine	0.441691713
hsa-miR-374a-3p	C16 carnitine	0.392133052
hsa-miR-421	C16 carnitine	0.34141706
hsa-miR-424-5p	C16 carnitine	0.470741852
hsa-miR-425-3p	C16 carnitine	0.516711188
hsa-miR-4433b-3p	C16 carnitine	0.764013297
hsa-miR-500a-3p	C16 carnitine	0.019966051
hsa-miR-502-3p	C16 carnitine	0.39941471
hsa-miR-503-5p	C16 carnitine	0.913745194
hsa-miR-548av-5pXhsa-miR-548k	C16 carnitine	0.596510933
hsa-miR-576-3p	C16 carnitine	0.667819694
hsa-miR-584-5p	C16 carnitine	0.092423285
hsa-miR-625-3p	C16 carnitine	0.635159454
hsa-miR-652-3p	C16 carnitine	0.527514333
hsa-miR-1307-3p	Aspartic acid	0.405592971
hsa-let-7g-5p	C18 carnitine	0.114932983
hsa-miR-1292-5p	C18 carnitine	0.430292655
hsa-miR-141-3p	C18 carnitine	0.564665341
hsa-miR-1908-5p	C18 carnitine	0.109112796
hsa-miR-2355-5p	C18 carnitine	0.280391016
hsa-miR-27a-3p	C18 carnitine	0.028045196
hsa-miR-29c-3p	C18 carnitine	0.285687284
hsa-miR-3158-3p	C18 carnitine	0.351932889
hsa-miR-326	C18 carnitine	0.260856346
hsa-miR-3615	C18 carnitine	0.164363753
hsa-miR-4433b-3p	C18 carnitine	0.402001177
hsa-miR-503-5p	C18 carnitine	0.35660886
hsa-miR-548av-5pXhsa-miR-548k	C18 carnitine	0.34551763
hsa-miR-625-3p	C18 carnitine	0.474540327
hsa-let-7a-3p	C18:1 carnitine	0.547990595
hsa-let-7a-5p	C18:1 carnitine	0.149559569
hsa-let-7c-5p	C18:1 carnitine	0.184366826
hsa-let-7g-5p	C18:1 carnitine	0.232320539
hsa-let-7i-3p	C18:1 carnitine	0.774715025
hsa-let-7i-5p	C18:1 carnitine	0.21027711
hsa-miR-100-5p	C18:1 carnitine	-0.206176881
hsa-miR-101-3p	C18:1 carnitine	0.145750208
hsa-miR-10399-5p	C18:1 carnitine	0.661976791
hsa-miR-103a-3p	C18:1 carnitine	0.173084046
hsa-miR-10527-5p	C18:1 carnitine	0.462133005
hsa-miR-106a-5p	C18:1 carnitine	0.239401873
hsa-miR-107	C18:1 carnitine	0.41022309
hsa-miR-10a-5p	C18:1 carnitine	-0.195260217
hsa-miR-10b-3p	C18:1 carnitine	0.817001925
hsa-miR-10b-5p	C18:1 carnitine	-0.200485449
hsa-miR-125a-5p	C18:1 carnitine	-0.212520999
hsa-miR-125b-2-3p	C18:1 carnitine	0.484123956
hsa-miR-125b-5p	C18:1 carnitine	-0.213718119
hsa-miR-126-3p	C18:1 carnitine	0.060373376
hsa-miR-1292-5p	C18:1 carnitine	0.732832287
hsa-miR-136-3p	C18:1 carnitine	0.420155451
hsa-miR-139-5p	C18:1 carnitine	0.569682327
hsa-miR-140-3p	C18:1 carnitine	0.093427115
hsa-miR-141-3p	C18:1 carnitine	0.448449577
hsa-miR-145-5p	C18:1 carnitine	0.433971225
hsa-miR-146a-5p	C18:1 carnitine	0.130740257
hsa-miR-148a-3p	C18:1 carnitine	0.000524554
hsa-miR-15a-5p	C18:1 carnitine	0.567311595
hsa-miR-16-2-3p	C18:1 carnitine	0.203740674
hsa-miR-16-5p	C18:1 carnitine	0.309841258
hsa-miR-181c-3p	C18:1 carnitine	0.460758302
hsa-miR-185-5p	C18:1 carnitine	0.159306884
hsa-miR-1908-5p	C18:1 carnitine	0.333768383
hsa-miR-199a-3pXhsa-miR-199b-3p	C18:1 carnitine	0.299899438
hsa-miR-19a-3p	C18:1 carnitine	0.480240275
hsa-miR-19b-3p	C18:1 carnitine	0.628928142
hsa-miR-200a-3p	C18:1 carnitine	0.153436151
hsa-miR-20a-5p	C18:1 carnitine	0.47933853
hsa-miR-21-3p	C18:1 carnitine	0.845564478
hsa-miR-223-3p	C18:1 carnitine	0.139829623
hsa-miR-223-5p	C18:1 carnitine	0.596823524
hsa-miR-22-5p	C18:1 carnitine	0.526820731
hsa-miR-2355-5p	C18:1 carnitine	0.62562916
hsa-miR-23a-3p	C18:1 carnitine	0.030931249
hsa-miR-24-3p	C18:1 carnitine	0.101016046
hsa-miR-27a-3p	C18:1 carnitine	0.152938351
hsa-miR-29b-3p	C18:1 carnitine	0.400081206
hsa-miR-29c-3p	C18:1 carnitine	0.510528763
hsa-miR-30d-5p	C18:1 carnitine	0.029396418
hsa-miR-30e-5p	C18:1 carnitine	0.144644435
hsa-miR-32-5p	C18:1 carnitine	0.552463254
hsa-miR-326	C18:1 carnitine	0.356000582
hsa-miR-331-3p	C18:1 carnitine	0.386465483
hsa-miR-339-5p	C18:1 carnitine	0.752372136
hsa-miR-340-3p	C18:1 carnitine	0.572120493
hsa-miR-342-5p	C18:1 carnitine	0.14006887
hsa-miR-345-5p	C18:1 carnitine	0.618096989
hsa-miR-361-3p	C18:1 carnitine	0.481239852
hsa-miR-3615	C18:1 carnitine	0.413551798
hsa-miR-1307-5p	Aconitic acid	-1.051233265
hsa-miR-374a-3p	C18:1 carnitine	0.490404386
hsa-miR-3928-3p	C18:1 carnitine	0.269158553
hsa-miR-421	C18:1 carnitine	0.371858453
hsa-miR-424-3p	C18:1 carnitine	0.385771381
hsa-miR-424-5p	C18:1 carnitine	0.357574099
hsa-miR-425-3p	C18:1 carnitine	0.457235266
hsa-miR-432-5p	C18:1 carnitine	0.449000353
hsa-miR-4433b-3p	C18:1 carnitine	0.699193306
hsa-miR-4433b-5p	C18:1 carnitine	0.263503944
hsa-miR-450a-5p	C18:1 carnitine	0.329427136
